SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20222023,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,CKEC,901,A5,47,,,,,,,
20222023,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,A1,286,1441.00,876.00,2317.00,17016.00,2905.00,19921.00,25126.00
20222023,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,A1,296,1845.00,1232.00,3077.00,21469.00,3368.00,24838.00,30798.00
20222023,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,A1,740,795.00,650.00,1444.00,14393.00,2707.00,17099.00,21395.00
20222023,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,A1,722,514.00,852.00,1365.00,14883.00,2754.00,17637.00,21844.00
20222023,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,A1,582,1965.00,909.00,2873.00,14204.00,2730.00,16933.00,22626.00
20222023,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,A1,2302,509.00,657.00,1166.00,12706.00,2899.00,15605.00,20413.00
20222023,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,A1,522,2146.00,784.00,2930.00,15637.00,2919.00,18556.00,24243.00
20222023,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,A1,975,893.00,793.00,1686.00,14445.00,2866.00,17310,22246.00
20222023,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,CKEC,901,A5,31,,,,,,,
20222023,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,A1,286,1954.00,721.00,2675.00,22531.00,3117.00,25648.00,31514.00
20222023,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,CKEC,901,A2,,,,,,,,
20222023,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,A1,498,1410.00,907.00,2317.00,15402.00,2857.00,18259.00,23352.00
20222023,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,A1,551,840.00,851.00,1691.00,14573.00,2694.00,17267.00,21608.00
20222023,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,A1,708,783.00,610.00,1393.00,14888.00,2807.00,17695.00,22006.00
20222023,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,A1,409,1822.00,761.00,2583.00,16805.00,2968.00,19772.00,25347.00
20222023,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,CKEC,901,A4,0,,,,,,,
20222023,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,A1,414,1168.00,700.00,1867.00,15832.00,2913.00,18745.00,23577.00
20222023,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,A1,500,1437.00,655.00,2092.00,15395.00,2843.00,18238.00,23141.00
20222023,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,A1,413,1254.00,721.00,1975.00,17402.00,2832.00,20234.00,25032.00
20222023,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,A1,642,667.00,606.00,1273.00,14355.00,2706.00,17061.00,20984.00
20222023,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,A1,216,1284.00,921.00,2205.00,19954.00,3135.00,23089.00,28204.00
20222023,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,A1,624,1388.00,898.00,2286.00,15136.00,2887.00,18023.00,23204.00
20222023,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,A1,657,1286.00,822.00,2108.00,14364.00,2804.00,17167.00,22718.00
20222023,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,A1,774,491.00,850.00,1340.00,13555.00,2659.00,16213.00,20363.00
20222023,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,A1,753,1024.00,860.00,1885.00,14652.00,2810.00,17462.00,22110.00
20222023,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,A1,1695,964.00,704.00,1668.00,13136.00,2917.00,16054.00,26924.00
20222023,034,FAYETTE,165,Fayette County,106,Rise STEM Academy for Girls,165106,034165106,210186002513,CKEC,901,A5,218,,,,,,,
20222023,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,A1,531,1565.00,714.00,2278.00,15408.00,2725.00,18134.00,22137.00
20222023,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,A1,1639,549.00,678.00,1227.00,13119.00,2959.00,16078.00,20004.00
20222023,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,CKEC,901,A5,386,,,,,,,
20222023,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,CKEC,901,A5,321,,,,,,,
20222023,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,A1,300,1823.00,1089.00,2912.00,17197.00,2882.00,20080.00,25873.00
20222023,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,A1,429,977.00,731.00,1708.00,17453.00,2807.00,20261.00,24830.00
20222023,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,A1,453,807.00,734.00,1541.00,15150.00,2784.00,17934.00,22124.00
20222023,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,A1,1826,1038.00,794.00,1832.00,13309.00,3010.00,16319.00,20851.00
20222023,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,A1,365,1849.00,997.00,2846.00,17955.00,2883.00,20838.00,26615.00
20222023,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,A1,393,1912.00,776.00,2688.00,17891.00,2896.00,20787.00,26292.00
20222023,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,A1,1893,533.00,706.00,1239.00,13084.00,3041.00,16126.00,20068.00
20222023,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,A1,1055,519.00,717.00,1237.00,13987.00,2708.00,16695.00,20713.00
20222023,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,A1,564,1856.00,1017.00,2873.00,15365.00,2933.00,18298.00,23999.00
20222023,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,A1,811,979.00,767.00,1746.00,14789.00,2709.00,17498.00,22003.00
20222023,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,A1,485,1022.00,1134.00,2155.00,15295.00,2920.00,18215.00,23213.00
20222023,034,FAYETTE,165,Fayette County,270,George Washington Carver STEM Academy,165270,034165270,210186002525,CKEC,901,A5,94,,,,,,,
20222023,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,CKEC,901,A5,283,,,,,,,
20222023,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,A1,771,670.00,919.00,1590.00,14497.00,2932.00,17429.00,21779.00
20222023,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,A1,506,1019.00,672.00,1692.00,15402.00,2860.00,18262.00,22603.00
20222023,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,A1,449,1164.00,951.00,2116.00,16210.00,2995.00,19205.00,23970.00
20222023,034,FAYETTE,165,Fayette County,645,FCPS Virtual Academy,165645,034165645,210186002506,CKEC,901,A5,,,,,,,,
20222023,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,CKEC,901,A6,17,,,,,,,
20222023,034,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,034165887,210186002263,CKEC,901,A4,0,,,,,,,
20222023,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,CKEC,901,A5,182,,,,,,,
20222023,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,CKEC,901,A5,76,,,,,,,
20222023,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,CKEC,901,A2,,,,,,,,
20222023,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,CKEC,901,A2,,,,,,,,
20222023,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,"",2118,1914,1186,3101,8786,2714,11500,16157
20222023,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,A1,325,2745,1039,3784,7168,2774,9942,13726
20222023,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,A1,325,2840,1030,3870,9425,3329,12754,16624
20222023,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,A1,646,3342,1425,4767,6460,3318,9777,14544
20222023,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,A1,513,3354,1166,4520,8450,2562,11011,15532
20222023,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,KEDC,903,A1,165,2802,1013,3815,10427,2879,13305,17121
20222023,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,A1,144,3927,1448,5375,7640,3042,10682,16057
20222023,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,"",5249,2871,1343,4214,9554,2446,12000,18044
20222023,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,A1,414,3165,1732,4897,10691,2450,13141,18038
20222023,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,KVEC,904,A1,608,2627,1162,3789,8038,1853,9891,13680
20222023,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,KVEC,904,A1,456,2579,1549,4128,9049,2059,11108,15236
20222023,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,KVEC,904,A1,400,2836,1277,4113,9020,2420,11440,15553
20222023,036,FLOYD,175,Floyd County,030,South Floyd Elementary School,175030,036175030,210195002446,KVEC,904,A1,583,2816,1222,4038,8835,2250,11085,15123
20222023,036,FLOYD,175,Floyd County,050,Renaissance Learning Center,175050,036175050,210195001004,KVEC,904,A5,,,,,,,,
20222023,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,KVEC,904,A1,437,2660,1064,3724,8773,2914,11687,15411
20222023,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195002450,KVEC,904,A1,632,2590,1210,3800,8642,2544,11186,14986
20222023,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000407,KVEC,904,A1,579,2922,986,3908,8913,2310,11223,15131
20222023,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195001670,KVEC,904,A1,317,2152,1441,3593,8773,2293,11066,14659
20222023,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000415,KVEC,904,A1,254,3483,1382,4865,10274,2212,12486,17351
20222023,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,KVEC,904,A1,560,2287,1059,3346,8181,2281,10462,13808
20222023,019,CAMPBELL,176,Fort Thomas Independent,"",---District Total---,176,"","",NKCES,905,"",3077,273,243,516,10824,2278,13102,16695
20222023,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,NKCES,905,A1,1008,197,253,450,10349,3371,13720,14219
20222023,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204001400,NKCES,905,A1,730,179,236,414,10364,1710,12074,12489
20222023,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000429,NKCES,905,A1,429,249,236,485,10952,1817,12769,13254
20222023,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000430,NKCES,905,A1,500,261,236,497,11348,1799,13147,13643
20222023,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000431,NKCES,905,A1,410,669,236,905,11913,1670,13583,14488
20222023,037,FRANKLIN,177,Frankfort Independent,"",---District Total---,177,"","",CKEC,901,"",892,1794,307,2100,10485,2775,13260,16760
20222023,037,FRANKLIN,177,Frankfort Independent,040,Frankfort Early Learning Academy,177040,037177040,210198002334,CKEC,901,A4,0,,,,,,,
20222023,037,FRANKLIN,177,Frankfort Independent,050,Second Street School,177050,037177050,210198000432,CKEC,901,A1,570,1153,257,1410,10284,2400,12506,15221
20222023,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000433,CKEC,901,A1,304,3022,389,3411,10847,3892,14561,19278
20222023,037,FRANKLIN,177,Frankfort Independent,080,Panther Transition Academy,177080,037177080,210198001524,CKEC,901,A5,18,,,,,,,
20222023,037,FRANKLIN,181,Franklin County,"",---District Total---,181,"","",OVEC,906,"",5847,1352,444,1796,11705,2356,14060,17862
20222023,037,FRANKLIN,181,Franklin County,011,The Academy,181011,037181011,210201001917,OVEC,906,A6,50,,,,,,,
20222023,037,FRANKLIN,181,Franklin County,012,Franklin County Career and Technical Ctr,181012,037181012,210201002055,OVEC,906,A2,,,,,,,,
20222023,037,FRANKLIN,181,Franklin County,013,Westridge Elementary,181013,037181013,210201001989,OVEC,906,A1,334,1944,608,2552,13905,2517,16423,18976
20222023,037,FRANKLIN,181,Franklin County,014,Bridgeport Elementary School,181014,037181014,210201001990,OVEC,906,A1,376,2132,706,2838,12756,2254,15011,17850
20222023,037,FRANKLIN,181,Franklin County,015,Bondurant Middle School,181015,037181015,210201000435,OVEC,906,A1,641,850,300,1150,11319,2243,13562,14713
20222023,037,FRANKLIN,181,Franklin County,016,Early Learning Village,181016,037181016,210201002219,OVEC,906,A1,253,1834,473,2307,12814,2187,15001,17309
20222023,037,FRANKLIN,181,Franklin County,025,Collins Lane,181025,037181025,210201000437,OVEC,906,A1,484,1560,585,2146,11500,2158,13659,15805
20222023,037,FRANKLIN,181,Franklin County,030,Elkhorn Middle School,181030,037181030,210201000438,OVEC,906,A1,729,974,301,1276,11202,2152,13354,14613
20222023,037,FRANKLIN,181,Franklin County,035,Elkhorn Elementary School,181035,037181035,210201000439,OVEC,906,A1,399,1932,578,2510,11077,2399,13477,15987
20222023,037,FRANKLIN,181,Franklin County,040,Franklin County High School,181040,037181040,210201000440,OVEC,906,A1,911,858,331,1190,11976,2455,14432,15619
20222023,037,FRANKLIN,181,Franklin County,045,Hearn Elementary,181045,037181045,210201000441,OVEC,906,A1,399,2061,659,2721,12584,2418,15003,17725
20222023,037,FRANKLIN,181,Franklin County,050,Peaks Mill Elementary,181050,037181050,210201000442,OVEC,906,A1,408,2134,598,2732,12254,2484,14739,17472
20222023,037,FRANKLIN,181,Franklin County,070,Western Hills High School,181070,037181070,210201001420,OVEC,906,A1,800,803,252,1056,11170,2386,13557,14613
20222023,037,FRANKLIN,181,Franklin County,072,William Cofield High School,181072,037181072,210201002471,OVEC,906,A5,35,,,,,,,
20222023,037,FRANKLIN,181,Franklin County,075,Future Forward Education & Career Center,181075,037181075,210201002518,OVEC,906,A6,28,,,,,,,
20222023,038,FULTON,185,Fulton County,"",---District Total---,185,"","",WKEC,908,"",581,2628,942,3569,9397,3741,13138,21172
20222023,038,FULTON,185,Fulton County,015,Fulton County Middle School,185015,038185015,210210002480,WKEC,908,A1,132,5136,581,5717,9417,3193,12610,18327
20222023,038,FULTON,185,Fulton County,020,Fulton County Elementary,185020,038185020,210210002113,WKEC,908,A1,272,4332,862,5194,10937,4272,15209,20403
20222023,038,FULTON,185,Fulton County,030,Fulton County High School,185030,038185030,210210000445,WKEC,908,A1,177,4970,1032,6002,11193,4928,16121,22123
20222023,038,FULTON,186,Fulton Independent,"",---District Total---,186,"","",WKEC,908,"",284,4908,2249,7157,15643,4755,20399,31714
20222023,038,FULTON,186,Fulton Independent,018,Fulton Independent School,186018,038186018,210207002205,WKEC,908,A1,284,3082,2074,5156,11371,3120,14491,20324
20222023,039,GALLATIN,191,Gallatin County,"",---District Total---,191,"","",OVEC,906,"",1412,1186,256,1441,10329,2813,13143,18693
20222023,039,GALLATIN,191,Gallatin County,005,Gallatin County Middle School,191005,039191005,210213001609,OVEC,906,A1,318,1021,213,1234,10073,3206,11831,18402
20222023,039,GALLATIN,191,Gallatin County,006,Gallatin County Upper Elementary,191006,039191006,210213001850,OVEC,906,A1,295,1352,270,1621,10126,1915,13653,17551
20222023,039,GALLATIN,191,Gallatin County,010,Gallatin County Lower Elementary,191010,039191010,210213000450,OVEC,906,A1,302,1218,278,1495,12275,3031,15330,20690
20222023,039,GALLATIN,191,Gallatin County,020,Gallatin County High School,191020,039191020,210213000451,OVEC,906,A1,497,1173,262,1435,9431,2895,12351,17650
20222023,040,GARRARD,195,Garrard County,"",---District Total---,195,"","",SESC,907,"",2466,1119,994,2113,9944,2814,12758,17064
20222023,040,GARRARD,195,Garrard County,050,Camp Dick Robinson Elementary School,195050,040195050,210216000454,SESC,907,A1,442,1611,1518,3129,9267,2390,11657,16021
20222023,040,GARRARD,195,Garrard County,060,Garrard County High School,195060,040195060,210216000455,SESC,907,A1,776,1431,639,2071,8497,3231,11728,17941
20222023,040,GARRARD,195,Garrard County,070,Garrard Middle School,195070,040195070,210216001672,SESC,907,A1,560,751,510,1260,10429,2453,12881,15463
20222023,040,GARRARD,195,Garrard County,090,Paint Lick Elementary School,195090,040195090,210216000456,SESC,907,A1,278,2351,2251,4602,10720,2428,13148,19079
20222023,040,GARRARD,195,Garrard County,220,Lancaster Elementary School,195220,040195220,210216000457,SESC,907,A1,410,2522,1558,4081,9367,2587,11953,17350
20222023,005,BARREN,197,Glasgow Independent,"",---District Total---,197,"","",GRREC,902,"",2283,1510,535,2046,10089,2942,13031,23002
20222023,005,BARREN,197,Glasgow Independent,002,Success Academy,197002,005197002,210222002215,GRREC,902,A5,106,,,,,,,
20222023,005,BARREN,197,Glasgow Independent,013,Highland Elementary School,197013,005197013,210222001991,GRREC,902,A1,636,1574,438,2012,10300,2684,12984,20270
20222023,005,BARREN,197,Glasgow Independent,015,Happy Valley Learning Center,197015,005197015,210222002101,GRREC,902,A5,17,,,,,,,
20222023,005,BARREN,197,Glasgow Independent,030,Glasgow High School,197030,005197030,210222000461,GRREC,902,A1,540,1202,447,1648,11052,4207,15259,22516
20222023,005,BARREN,197,Glasgow Independent,035,Glasgow Middle School,197035,005197035,210222000402,GRREC,902,A1,521,1326,513,1839,10477,3171,13648,20935
20222023,005,BARREN,197,Glasgow Independent,065,South Green Elementary School,197065,005197065,210222001565,GRREC,902,A1,463,1358,600,1958,10843,2692,13535,20835
20222023,041,GRANT,201,Grant County,"",---District Total---,201,"","",OVEC,906,"",3297,1541,634,2175,9609,2515,12124,16278
20222023,041,GRANT,201,Grant County,016,Sherman Elementary,201016,041201016,210225002201,OVEC,906,A1,397,1529,484,1921,10794,3586,14380,16304
20222023,041,GRANT,201,Grant County,020,Crittenden-Mt. Zion Elementary,201020,041201020,210225000465,OVEC,906,A1,405,1829,611,2349,11205,2561,13765,16115
20222023,041,GRANT,201,Grant County,030,Dry Ridge Elementary,201030,041201030,210225000466,OVEC,906,A1,393,2107,589,2605,11661,2874,14535,17139
20222023,041,GRANT,201,Grant County,040,Grant County High School,201040,041201040,210225000467,OVEC,906,A1,1049,944,695,1547,10463,2999,13462,15009
20222023,041,GRANT,201,Grant County,050,Mason-Corinth Elementary,201050,041201050,210225001701,OVEC,906,A1,272,2029,836,2774,12073,3023,15096,17870
20222023,041,GRANT,201,Grant County,080,Grant County Middle School,201080,041201080,210225000469,OVEC,906,A1,781,1745,454,2107,9700,2236,12036,14143
20222023,042,GRAVES,205,Graves County,"",---District Total---,205,"","",WKEC,908,"",3745,968,1098,2066,10245,1747,11992,16611
20222023,042,GRAVES,205,Graves County,011,Mayfield Youth Development Center,205011,042205011,210228001754,WKEC,908,A6,13,,,,,,,
20222023,042,GRAVES,205,Graves County,012,Gateway Academy High School,205012,042205012,210228001924,WKEC,908,A5,32,,,,,,,
20222023,042,GRAVES,205,Graves County,013,Graves County Central Elementary,205013,042205013,210228001992,WKEC,908,A1,431,1030,1148,2178,11305,2307,13612,15790
20222023,042,GRAVES,205,Graves County,040,Fancy Farm Elementary School,205040,042205040,210228000471,WKEC,908,A1,285,1149,1104,2252,11837,2316,14153,16405
20222023,042,GRAVES,205,Graves County,060,Farmington Elementary School,205060,042205060,210228000473,WKEC,908,A1,249,1088,1017,2105,12076,2230,14306,16411
20222023,042,GRAVES,205,Graves County,100,Graves County Middle School,205100,042205100,210228001436,WKEC,908,A1,623,767,1098,1864,9208,2476,11685,13549
20222023,042,GRAVES,205,Graves County,150,Sedalia Elementary School,205150,042205150,210228000477,WKEC,908,A1,339,1303,1072,2375,9899,2089,11988,14363
20222023,042,GRAVES,205,Graves County,170,Symsonia Elementary School,205170,042205170,210228000479,WKEC,908,A1,345,983,1053,2036,10560,2103,12663,14700
20222023,042,GRAVES,205,Graves County,200,Wingo Elementary School,205200,042205200,210228000481,WKEC,908,A1,374,1263,1125,2388,10923,2209,13132,15520
20222023,042,GRAVES,205,Graves County,215,Graves County High School,205215,042205215,210228001490,WKEC,908,A1,1054,559,1361,1920,10988,3533,14521,16442
20222023,043,GRAYSON,211,Grayson County,"",---District Total---,211,"","",GRREC,902,"",3869,1491,659,2150,9364,2048,11412,17196
20222023,043,GRAYSON,211,Grayson County,005,Grayson County Schools Preschool Center,211005,043211005,210230002526,GRREC,902,A4,0,,,,,,,
20222023,043,GRAYSON,211,Grayson County,010,H W Wilkey Elementary School,211010,043211010,210230000483,GRREC,902,A1,450,2388,1033,3421,19481,2892,22373,25794
20222023,043,GRAYSON,211,Grayson County,030,Caneyville Elementary School,211030,043211030,210230000484,GRREC,902,A1,353,2212,1359,3571,20221,3130,23351,26922
20222023,043,GRAYSON,211,Grayson County,050,Oran P Lawler Elementary School,211050,043211050,210230001702,GRREC,902,A1,404,2335,935,3270,19202,2882,22084,25354
20222023,043,GRAYSON,211,Grayson County,080,Clarkson Elementary School,211080,043211080,210230000485,GRREC,902,A1,549,2449,1012,3461,19877,2928,22805,26266
20222023,043,GRAYSON,211,Grayson County,085,Grayson County High School,211085,043211085,210230000486,GRREC,902,A1,1272,2289,821,3110,18368,3673,22041,25151
20222023,043,GRAYSON,211,Grayson County,095,Grayson County Middle School,211095,043211095,210230000487,GRREC,902,A1,841,3478,887,4365,19121,2919,22040,26405
20222023,043,GRAYSON,211,Grayson County,220,Grayson Co. Alternative Education,211220,043211220,210230001852,GRREC,902,A5,,,,,,,,
20222023,043,GRAYSON,211,Grayson County,908,Grayson County Area Vocational Ed Center,211908,043211908,210230002381,GRREC,902,A2,,,,,,,,
20222023,044,GREEN,215,Green County,"",---District Total---,215,"","",GRREC,902,"",1591,1197,488,1685,11062,2698,13760,23148
20222023,044,GREEN,215,Green County,030,Green County Primary School,215030,044215030,210234002244,GRREC,902,A1,386,1243,338,1581,10074,2588,12662,14243
20222023,044,GREEN,215,Green County,040,Green County Intermediate School,215040,044215040,210234002257,GRREC,902,A1,347,1429,491,1920,10014,2595,12609,14529
20222023,044,GREEN,215,Green County,055,Green County Middle School,215055,044215055,210234001526,GRREC,902,A1,395,1085,439,1524,9492,2457,11949,13473
20222023,044,GREEN,215,Green County,065,Green County High School,215065,044215065,210234000490,GRREC,902,A1,463,885,598,1483,12424,2664,15088,16571
20222023,044,GREEN,215,Green County,119,Green County ATC,215119,044215119,"",GRREC,902,A2,,,,,,,,
20222023,045,GREENUP,221,Greenup County,"",---District Total---,221,"","",KEDC,903,"",2516,1165,701,1866,10847,2276,13122,17008
20222023,045,GREENUP,221,Greenup County,010,Argillite Elementary School,221010,045221010,210240000493,KEDC,903,A1,186,2297,730,2252,17627,3131,19807,20758
20222023,045,GREENUP,221,Greenup County,024,Wurtland Middle School,221024,045221024,210240001610,KEDC,903,A1,242,2923,915,3066,18446,3570,21037,22017
20222023,045,GREENUP,221,Greenup County,027,Greenup County High School,221027,045221027,210240000496,KEDC,903,A1,851,1536,711,1543,14053,2779,15734,16832
20222023,045,GREENUP,221,Greenup County,040,Greysbranch Elementary School,221040,045221040,210240000497,KEDC,903,A1,284,2297,797,2547,16560,3108,15070,19669
20222023,045,GREENUP,221,Greenup County,060,Mckell Elementary School,221060,045221060,210240000499,KEDC,903,A1,420,2302,873,2502,16061,2871,17849,18967
20222023,045,GREENUP,221,Greenup County,105,Mckell Middle School,221105,045221105,210240001611,KEDC,903,A1,360,1994,807,2029,14164,2982,17147,17849
20222023,045,GREENUP,221,Greenup County,110,Wurtland Elementary School,221110,045221110,210240000504,KEDC,903,A1,173,2408,790,2485,18799,3195,20815,21994
20222023,046,HANCOCK,225,Hancock County,"",---District Total---,225,"","",GRREC,902,"",1470,1019,598,1617,12105,4195,16300,19665
20222023,046,HANCOCK,225,Hancock County,005,Hancock County High School,225005,046225005,210246000507,GRREC,902,A1,468,725,339,1064,12651,5141,17792,16046
20222023,046,HANCOCK,225,Hancock County,006,North Hancock Elementary School,225006,046225006,210246001993,GRREC,902,A1,432,1081,1000,2080,13117,4994,18111,17351
20222023,046,HANCOCK,225,Hancock County,007,Hancock County Middle School,225007,046225007,210246000508,GRREC,902,A1,333,865,293,1156,13121,4088,17209,16421
20222023,046,HANCOCK,225,Hancock County,015,Hancock County Alternative Program,225015,046225015,"",GRREC,902,A5,23,,,,,,,
20222023,046,HANCOCK,225,Hancock County,070,South Hancock Elementary School,225070,046225070,210246000511,GRREC,902,A1,214,1869,877,2746,14571,4933,19504,18854
20222023,047,HARDIN,231,Hardin County,"",---District Total---,231,"","",GRREC,902,"",13964,1085,1171,2257,10484,1797,12280,17454
20222023,047,HARDIN,231,Hardin County,005,East Hardin Middle School,231005,047231005,210249000512,GRREC,902,A1,771,1832,1399,3231,18986,4285,23271,26502
20222023,047,HARDIN,231,Hardin County,008,Woodland Elementary School,231008,047231008,210249001471,GRREC,902,A1,534,2182,2383,4565,19808,5013,24821,29386
20222023,047,HARDIN,231,Hardin County,013,John Hardin High School,231013,047231013,210249001910,GRREC,902,A1,739,2311,1531,3842,23019,5781,28800,32643
