SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20212022,056,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,056275435,210299000763,"",909,A1,1289,1859,1197,3056,10581,1303,11884,16144
20212022,056,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,056275440,210299000764,"",909,A1,616,2584,1161,3745,10361,1247,11608,16508
20212022,056,JEFFERSON,275,Jefferson County,456,Ackerly,275456,056275456,210299001859,"",909,A6,18,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,056275458,210299001860,"",909,A3,23,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,463,Jefferson Regional Juvenile Detention Ce,275463,056275463,210299001082,"",909,A6,7,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,465,Heuser Hearing & Language Academy,275465,056275465,210299001941,"",909,A3,8,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,056275470,210299000769,"",909,A1,786,2595,1181,3776,9710,1344,11054,16094
20212022,056,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,056275480,210299000770,"",909,A1,245,5401,1500,6901,15913,1330,17243,25323
20212022,056,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,056275500,210299000771,"",909,A1,232,3957,1179,5136,16377,1641,18018,24319
20212022,056,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,056275520,210299000772,"",909,A1,552,2306,1142,3448,12651,1360,14011,19221
20212022,056,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,056275560,210299000775,"",909,A1,438,3400,1171,4571,10721,1465,12186,18531
20212022,056,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,056275580,210299000776,"",909,A1,561,2835,1143,3978,12118,1348,13466,18767
20212022,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,"",909,A1,460,3730,1325,5055,19077,1526,20603,40401
20212022,056,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,056275610,210299000780,"",909,A1,508,3396,1368,4764,12605,1428,14033,20110
20212022,056,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,056275620,210299000781,"",909,A1,528,3295,1385,4680,13200,1409,14609,20552
20212022,056,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,056275660,210299000783,"",909,A1,406,2936,1186,4122,11982,1291,13273,18695
20212022,056,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,056275680,210299000784,"",909,A1,536,2310,1352,3662,12105,1277,13382,18432
20212022,056,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,056275710,210299000785,"",909,A1,681,2099,1160,3259,12336,1419,13755,30049
20212022,056,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,056275720,210299000786,"",909,A1,455,3305,1293,4598,11624,1240,12864,18602
20212022,056,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,056275730,210299001425,"",909,A1,611,2758,1365,4123,14344,1364,15708,21106
20212022,056,JEFFERSON,275,Jefferson County,768,Home of the Innocents Discovery,275768,056275768,210299001943,"",909,A6,29,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,769,Home of the Innocents School,275769,056275769,210299001946,"",909,A6,45,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,056275784,210299001613,"",909,A6,141,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,800,Grace M. James Academy of Excellence,275800,056275800,210299002507,"",909,A5,242,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,056275917,210299000789,"",909,A3,85,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,919,George Unseld Early Childhood Center,275919,056275919,210299002376,"",909,A4,0,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,920,Ahrens Educational Resource Center,275920,056275920,210299001447,"",909,A3,31,,,,,,,
20212022,056,JEFFERSON,275,Jefferson County,951,Pathfinder School of Innovation,275951,056275951,210299001947,"",909,A5,3424,,,,,,,
20212022,067,LETCHER,276,Jenkins Independent,"",---District Total---,276,"","",KVEC,904,"",434,2200,1099,3299,8010,3196,11206,15730
20212022,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,A1,434,2200,1099,3299,8010,3196,11206,15730
20212022,057,JESSAMINE,281,Jessamine County,"",---District Total---,281,"","",CKEC,901,"",7913,1401,444,1846,10040,1564,11604,16324
20212022,057,JESSAMINE,281,Jessamine County,018,Hattie C. Warner Elementary School,281018,057281018,210303000795,CKEC,901,A1,498,2185,441,2626,11337,1786,13123,16065
20212022,057,JESSAMINE,281,Jessamine County,019,West Jessamine High School,281019,057281019,210303001640,CKEC,901,A1,1242,1120,456,1575,15251,2804,18055,20891
20212022,057,JESSAMINE,281,Jessamine County,021,East Jessamine High School,281021,057281021,210303001641,CKEC,901,A1,1099,1223,469,1693,16576,2979,19555,22422
20212022,057,JESSAMINE,281,Jessamine County,022,Jessamine Early Learning Village,281022,057281022,210303001899,CKEC,901,A1,605,1949,524,2472,16427,2456,18883,21677
20212022,057,JESSAMINE,281,Jessamine County,023,The Providence School,281023,057281023,210303001900,CKEC,901,A5,170,,,,,,,
20212022,057,JESSAMINE,281,Jessamine County,024,Jessamine Career and Technology Center,281024,057281024,210303002028,CKEC,901,A2,0,,,,,,,
20212022,057,JESSAMINE,281,Jessamine County,025,East Jessamine Middle School,281025,057281025,210303000797,CKEC,901,A1,932,1164,410,1574,9487,1801,11288,14141
20212022,057,JESSAMINE,281,Jessamine County,026,West Jessamine Middle School,281026,057281026,210303001110,CKEC,901,A1,897,1039,425,1463,9891,1821,11712,14603
20212022,057,JESSAMINE,281,Jessamine County,030,Ashgrove Academy,281030,057281030,210303002442,CKEC,901,A6,11,,,,,,,
20212022,057,JESSAMINE,281,Jessamine County,040,Red Oak Elementary School,281040,057281040,210303002388,CKEC,901,A1,529,1429,469,1892,11180,1856,13035,15954
20212022,057,JESSAMINE,281,Jessamine County,050,Nicholasville Elementary School,281050,057281050,210303000798,CKEC,901,A1,447,2002,508,2510,12164,1911,14075,16997
20212022,057,JESSAMINE,281,Jessamine County,060,Rosenwald Dunbar Elementary School,281060,057281060,210303000092,CKEC,901,A1,524,1556,474,2029,11156,1464,12620,15535
20212022,057,JESSAMINE,281,Jessamine County,070,Brookside Elementary School,281070,057281070,210303001429,CKEC,901,A1,499,1783,474,2253,11150,1881,13031,15916
20212022,057,JESSAMINE,281,Jessamine County,090,Wilmore Elementary School,281090,057281090,210303000799,CKEC,901,A1,460,1792,514,2310,11049,1992,13041,15943
20212022,058,JOHNSON,285,Johnson County,"",---District Total---,285,"","",KEDC,903,"",3237,1956,1347,3303,9133,2076,11208,17332
20212022,058,JOHNSON,285,Johnson County,050,Johnson County Eagle Academy,285050,058285050,210306001615,KEDC,903,A5,410,,,,,,,
20212022,058,JOHNSON,285,Johnson County,060,Johnson County Middle School,285060,058285060,210306000800,KEDC,903,A1,425,2275,1061,3336,10321,2315,12635,17961
20212022,058,JOHNSON,285,Johnson County,075,Central Elementary School,285075,058285075,210306000692,KEDC,903,A1,297,2103,992,3095,11192,2101,13294,18427
20212022,058,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,058285100,210306000801,KEDC,903,A1,165,3224,1241,4465,13064,2472,15536,22131
20212022,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,A1,855,1505,1103,2608,11015,3506,14522,20691
20212022,058,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,058285250,210306000803,KEDC,903,A1,363,2426,1017,3443,7885,2074,9959,15363
20212022,058,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,058285320,210306000805,KEDC,903,A1,372,2231,956,3188,8832,2033,10866,19683
20212022,058,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,058285340,210306000806,KEDC,903,A1,350,2874,946,3819,9253,2331,11586,17470
20212022,059,KENTON,291,Kenton County,"",---District Total---,291,"","",NKCES,905,"",13722,519,357,877,9118,1476,10593,15292
20212022,059,KENTON,291,Kenton County,005,Beechgrove Elementary School,291005,059291005,210309000807,NKCES,905,A1,631,635,371,1006,10116,1274,11390,19820
20212022,059,KENTON,291,Kenton County,006,River Ridge Elementary School,291006,059291006,210309001512,NKCES,905,A1,854,478,437,915,9457,1395,10851,13510
20212022,059,KENTON,291,Kenton County,020,James A Caywood Elementary School,291020,059291020,210309000809,NKCES,905,A1,512,739,348,1087,9531,1255,10786,13658
20212022,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,A1,1530,248,316,564,7975,1703,9678,11963
20212022,059,KENTON,291,Kenton County,045,R C Hinsdale Elementary School,291045,059291045,210309000812,NKCES,905,A1,545,579,298,877,8686,1424,10111,15791
20212022,059,KENTON,291,Kenton County,050,Kenton Elementary School,291050,059291050,210309000813,NKCES,905,A1,582,631,389,1020,9154,1277,10431,13197
20212022,059,KENTON,291,Kenton County,055,Northern Ky Youth Dev Center,291055,059291055,210309000814,NKCES,905,A6,8,,,,,,,
20212022,059,KENTON,291,Kenton County,060,Ft Wright Elementary School,291060,059291060,210309000815,NKCES,905,A1,439,1058,403,1461,10682,1557,12239,15478
20212022,059,KENTON,291,Kenton County,070,Piner Elementary School,291070,059291070,210309000816,NKCES,905,A1,290,719,438,1157,10022,1476,11498,33094
20212022,059,KENTON,291,Kenton County,080,Ryland Heights Elementary School,291080,059291080,210309000817,NKCES,905,A1,437,721,369,1091,10163,1428,11591,20714
20212022,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,A1,1850,394,323,717,8139,1635,9774,12214
20212022,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,059291100,210309000819,NKCES,905,A1,465,667,365,1033,9447,1405,10853,13679
20212022,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,059291103,210309000820,NKCES,905,A1,1044,321,297,618,8205,1149,9354,11712
20212022,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,059291105,210309000821,NKCES,905,A1,835,731,322,1052,7732,1396,9128,11923
20212022,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,059291108,210309001588,NKCES,905,A1,629,362,295,657,9225,1345,10570,12991
20212022,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,A1,1081,371,319,689,8908,1695,10602,21800
20212022,059,KENTON,291,Kenton County,475,Summit View Academy,291475,059291475,210309002420,NKCES,905,A1,1384,448,339,787,8798,1282,10081,12602
20212022,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,059291495,210309000824,NKCES,905,A1,606,606,352,958,8843,1143,9987,19359
20212022,060,KNOTT,295,Knott County,"",---District Total---,295,"","",KVEC,904,"",2023,2698,1707,4405,9596,3022,12618,18318
20212022,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,A1,200,2160,1646,3806,10110,2904,13015,16821
20212022,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,A1,354,1757,1598,3355,10550,2556,13106,16461
20212022,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,A1,187,2859,1681,4540,9046,2691,11737,16277
20212022,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,A1,188,2902,1764,4667,8640,2266,10906,15572
20212022,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,A1,430,2525,1602,4126,8530,2198,10731,14858
20212022,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,A1,147,2196,1724,3919,8584,2898,11481,15401
20212022,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,A1,517,3337,1641,4978,9198,3980,13178,18157
20212022,061,KNOX,301,Knox County,"",---District Total---,301,"","",SESC,907,"",3809,2582,1129,3711,9991,2118,12109,17490
20212022,061,KNOX,301,Knox County,022,Knox Appalachian School,301022,061301022,210315001997,SESC,907,A6,47,,,,,,,
20212022,061,KNOX,301,Knox County,023,Knox County Middle School,301023,061301023,210315002029,SESC,907,A1,404,2069,912,2981,10557,2309,12867,16030
20212022,061,KNOX,301,Knox County,071,Central Elementary School,301071,061301071,210315002235,SESC,907,A1,363,2772,1016,3788,9522,1595,11117,15089
20212022,061,KNOX,301,Knox County,140,Knox County Day Treatment,301140,061301140,210315002357,SESC,907,A6,29,,,,,,,
20212022,061,KNOX,301,Knox County,150,Knox County Learning Academy,301150,061301150,210315000709,SESC,907,A5,71,,,,,,,
20212022,061,KNOX,301,Knox County,155,Knox Inspire Academy,301155,061301155,210315002449,SESC,907,A5,242,,,,,,,
20212022,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,061301170,210315000842,SESC,907,A1,111,3943,1643,5589,12222,2516,14738,21002
20212022,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,061301240,210315000843,SESC,907,A1,169,2752,1099,3852,10314,1932,12246,16119
20212022,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,061301260,210315000844,SESC,907,A1,270,3085,1509,4595,9683,1955,11638,16463
20212022,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,061301320,210315000846,SESC,907,A1,210,2460,1070,3531,10552,1637,12189,15967
20212022,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,A1,680,2352,1089,3440,9475,2942,12417,15979
20212022,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,061301430,210315000848,SESC,907,A1,296,2659,1026,3685,9597,1511,11109,14984
20212022,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,A1,917,2702,1101,3803,9283,2028,11311,15207
20212022,062,LARUE,305,LaRue County,"",---District Total---,305,"","",GRREC,902,"",2307,792,623,1415,9218,1518,10736,13264
20212022,062,LARUE,305,LaRue County,005,Preschool on College Street,305005,062305005,210318002512,GRREC,902,A4,0,,,,,,,
20212022,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,062305015,210318002044,GRREC,902,A1,429,1068,550,1618,9851,1286,11137,13829
20212022,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,062305030,210318000852,GRREC,902,A1,552,1109,565,1674,9237,1292,10530,13318
20212022,062,LARUE,305,LaRue County,040,LaRue County High School,305040,062305040,210318000853,GRREC,902,A1,730,406,516,921,8711,1714,10425,12380
20212022,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,062305045,210318000854,GRREC,902,A1,556,456,634,1090,8410,1402,9813,11942
20212022,062,LARUE,305,LaRue County,100,The Life Connection,305100,062305100,210318002216,GRREC,902,A6,40,,,,,,,
20212022,063,LAUREL,311,Laurel County,"",---District Total---,311,"","",SESC,907,"",8399,829,815,1643,8474,1714,10188,13424
20212022,063,LAUREL,311,Laurel County,010,London Elementary School,311010,063311010,210321000856,SESC,907,A1,494,961,1341,2302,10397,2525,12922,28147
20212022,063,LAUREL,311,Laurel County,016,McDaniel Learning Center,311016,063311016,210321002224,SESC,907,A5,31,,,,,,,
20212022,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,063311018,210321002030,SESC,907,A1,389,935,1245,2181,9627,2373,12001,26182
20212022,063,LAUREL,311,Laurel County,019,Laurel County Virtual Academy,311019,063311019,210321002436,SESC,907,A5,55,,,,,,,
20212022,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,063311030,210321000857,SESC,907,A1,455,430,1214,1644,9527,2697,12224,26091
20212022,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,063311040,210321000858,SESC,907,A1,979,799,1188,1987,8688,1992,10680,23348
20212022,063,LAUREL,311,Laurel County,050,Laurel County Day Treatment,311050,063311050,210321001677,SESC,907,A6,94,,,,,,,
20212022,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,063311055,210321000859,SESC,907,A1,287,725,1299,2024,9431,2456,11887,25798
20212022,063,LAUREL,311,Laurel County,060,Laurel Co Schools Center for Innovation,311060,063311060,210321002400,SESC,907,A2,0,,,,,,,
20212022,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,063311070,210321000860,SESC,907,A1,341,1166,1456,2622,8860,2782,11642,25906
20212022,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,063311130,210321000862,SESC,907,A1,300,1169,1389,2558,9468,2517,11986,26528
20212022,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,063311165,210321000863,SESC,907,A1,304,899,1295,2194,8799,2484,11283,24760
20212022,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,063311175,210321000715,SESC,907,A1,555,1427,1324,2751,10023,2411,12433,27618
20212022,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,063311180,210321000864,SESC,907,A1,249,755,1551,2306,9176,2771,11948,26201
20212022,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,063311200,210321001589,SESC,907,A1,1001,716,1183,1898,8728,2326,11055,24007
20212022,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,063311205,210321000215,SESC,907,A1,1258,638,1128,1765,8406,2492,10897,23559
20212022,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,063311210,210321000865,SESC,907,A1,1063,435,1144,1579,8123,2640,10763,23105
20212022,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,063311420,210321000869,SESC,907,A1,284,1208,1246,2454,10346,2473,12819,28093
20212022,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,063311430,210321001483,SESC,907,A1,260,715,1189,1904,9059,2520,11579,25062
20212022,064,LAWRENCE,315,Lawrence County,"",---District Total---,315,"","",KEDC,903,"",2342,1657,2327,3984,9104,2149,11253,16146
20212022,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,064315020,210324002079,KEDC,903,A1,507,2735,3411,6147,14718,3248,17966,25167
20212022,064,LAWRENCE,315,Lawrence County,021,Louisa West Elementary School,315021,064315021,210324002155,KEDC,903,A1,256,3642,3358,7000,16536,3615,20150,28060
20212022,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,A1,144,4684,2759,7443,18735,4034,22769,31433
20212022,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,A1,225,3282,2933,6215,17377,3701,21039,28362
20212022,064,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,064315200,210324000872,KEDC,903,A1,480,2445,3168,5613,13969,3192,17161,23830
20212022,064,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,064315260,210324000874,KEDC,903,A1,730,2686,3457,6142,14813,3484,18297,25757
20212022,065,LEE,321,Lee County,"",---District Total---,321,"","",KVEC,904,"",877,1937,652,2589,8410,2738,11147,15225
20212022,065,LEE,321,Lee County,060,Lee County Middle High School,321060,065321060,210327002434,KVEC,904,A1,434,2103.00,1041.00,3144.00,8439.00,3312.00,11752.00,16525.00
20212022,065,LEE,321,Lee County,100,Lee County Elementary School,321100,065321100,210327000216,KVEC,904,A1,443,1775.00,271.00,2046.00,8379.00,2176.00,10555.00,13950.00
20212022,066,LESLIE,325,Leslie County,"",---District Total---,325,"","",KVEC,904,"",1505,1735,904,2639,9708,2506,12214,21973
20212022,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,066325280,210333000882,KVEC,904,A1,107,1673,958,2610,13789,3280,17317,26135
20212022,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,066325300,210333000883,KVEC,904,A1,446,1770,867,2625,8287,1807,10197,19109
20212022,066,LESLIE,325,Leslie County,350,Leslie County High School,325350,066325350,210333000885,KVEC,904,A1,436,1210,973,2185,10425,929,11782,24925
20212022,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,066325420,210333000886,KVEC,904,A1,205,2025,854,2844,9311,2278,11823,20823
20212022,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,066325570,210333000887,KVEC,904,A1,311,2389,944,3171,9632,1996,11804,21266
20212022,067,LETCHER,331,Letcher County,"",---District Total---,331,"","",KVEC,904,"",2632,1791,1155,2946,9976,2754,12730,16646
20212022,067,LETCHER,331,Letcher County,050,Letcher Elementary & Middle School,331050,067331050,"",KVEC,904,A1,392,1380,1037,2417,9446,2208,10904,14464
20212022,067,LETCHER,331,Letcher County,055,Letcher County Alternative Education Ctr,331055,067331055,210336002344,KVEC,904,A5,11,,,,,,,
20212022,067,LETCHER,331,Letcher County,056,Letcher County Central High School,331056,067331056,210336001998,KVEC,904,A1,803,1390,1095,2484,9828,2714,11839,15476
20212022,067,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,067331210,210336000892,KVEC,904,A1,124,1879,1205,3083,11263,3352,13857,18277
20212022,067,LETCHER,331,Letcher County,250,Fleming Neon Middle School,331250,067331250,210336000894,KVEC,904,A1,170,1853,1139,2992,9382,2667,11381,15645
20212022,067,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,067331380,210336000900,KVEC,904,A1,237,1874,1171,3045,10652,2400,12303,16387
20212022,067,LETCHER,331,Letcher County,425,Martha Jane Potter Elementary School,331425,067331425,210336000901,KVEC,904,A1,329,2035,1182,3216,8876,2269,10391,14805
20212022,067,LETCHER,331,Letcher County,650,West Whitesburg Elementary School,331650,067331650,210336000903,KVEC,904,A1,384,1917,1132,3049,9371,2002,10621,14885
20212022,067,LETCHER,331,Letcher County,710,Whitesburg Middle School,331710,067331710,210336000904,KVEC,904,A1,182,1950,1062,3016,9842,1623,10754,15059
20212022,068,LEWIS,335,Lewis County,"",---District Total---,335,"","",KEDC,903,"",1944,1368,649,2017,9470,1944,11414,23226
20212022,068,LEWIS,335,Lewis County,040,Garrison Elementary School,335040,068335040,210339000906,KEDC,903,A1,253,2005,605,2609,9789,1922,11714,23638
20212022,068,LEWIS,335,Lewis County,090,Laurel Elementary School,335090,068335090,210339000908,KEDC,903,A1,68,1740,1072,2812,12356,2469,14825,26953
20212022,068,LEWIS,335,Lewis County,095,Lewis County Central Elementary School,335095,068335095,210339000909,KEDC,903,A1,420,1336,494,1830,9342,1545,10924,22068
20212022,068,LEWIS,335,Lewis County,100,Lewis County Middle School,335100,068335100,210339001503,KEDC,903,A1,295,1554,575,2128,9025,1851,10876,22314
20212022,068,LEWIS,335,Lewis County,120,Lewis County High School,335120,068335120,210339000910,KEDC,903,A1,654,801,649,1451,8602,2051,10671,21435
20212022,068,LEWIS,335,Lewis County,140,Tollesboro Elementary School,335140,068335140,210339000911,KEDC,903,A1,254,1462,718,2180,9140,1763,10903,22397
20212022,068,LEWIS,335,Lewis County,970,Foster Meade Career & Technical Center,335970,068335970,210339002377,KEDC,903,A2,0,,,,,,,
20212022,069,LINCOLN,341,Lincoln County,"",---District Total---,341,"","",SESC,907,"",3184,3052,1006,4058,8134,2319,10453,16211
20212022,069,LINCOLN,341,Lincoln County,040,Crab Orchard Elementary School,341040,069341040,210348000914,SESC,907,A1,247,2388,805,3193,7899,2260,10159,14809
20212022,069,LINCOLN,341,Lincoln County,050,Highland Elementary School,341050,069341050,210348000915,SESC,907,A1,176,3066,784,3850,10018,2481,12498,17806
20212022,069,LINCOLN,341,Lincoln County,065,Lincoln County Middle School,341065,069341065,210348000478,SESC,907,A1,772,1541,730,2271,8180,2288,10468,14196
20212022,069,LINCOLN,341,Lincoln County,070,Hustonville Elementary School,341070,069341070,210348000916,SESC,907,A1,382,2156,710,2866,7834,2177,10010,14335
20212022,069,LINCOLN,341,Lincoln County,095,Lincoln County High School,341095,069341095,210348000918,SESC,907,A1,924,1419,856,2274,8235,2426,10661,14393
20212022,069,LINCOLN,341,Lincoln County,130,Stanford Elementary School,341130,069341130,210348000920,SESC,907,A1,502,3853,746,4599,4197,2261,6458,12517
20212022,069,LINCOLN,341,Lincoln County,150,Waynesburg Elementary School,341150,069341150,210348000921,SESC,907,A1,181,1286,1120,2406,12324,2418,14742,18606
20212022,070,LIVINGSTON,345,Livingston County,"",---District Total---,345,"","",WKEC,908,"",1021,1549,1700,3249,11236,2533,13769,18337
20212022,070,LIVINGSTON,345,Livingston County,020,North Livingston Elementary School,345020,070345020,210351001133,WKEC,908,A1,122,1469,562,3118,15623,3883,19508,23830
20212022,070,LIVINGSTON,345,Livingston County,021,South Livingston Elementary School,345021,070345021,210351001999,WKEC,908,A1,327,1334,1814,3148,11693,2272,13965,18316
20212022,070,LIVINGSTON,345,Livingston County,050,Livingston Central High School,345050,070345050,210351000924,WKEC,908,A1,324,1471,1774,3244,10769,2853,13622,18068
20212022,070,LIVINGSTON,345,Livingston County,065,Livingston County Middle School,345065,070345065,210351001484,WKEC,908,A1,248,1969,1479,3452,9091,1795,10866,15542
20212022,071,LOGAN,351,Logan County,"",---District Total---,351,"","",GRREC,902,"",3254,1557,820,2378,8459,1980,10439,14919
20212022,071,LOGAN,351,Logan County,011,Adairville Elementary School,351011,071351011,210354001542,GRREC,902,A1,346,2037,678,2714,10409,2152,12561,13825
20212022,071,LOGAN,351,Logan County,012,Auburn Elementary School,351012,071351012,210354001543,GRREC,902,A1,589,1813,868,2714,8680,2193,10873,12008
20212022,071,LOGAN,351,Logan County,013,Chandlers Elementary School,351013,071351013,210354001544,GRREC,902,A1,409,1781,838,2619,9528,2443,11971,13097
20212022,071,LOGAN,351,Logan County,014,Lewisburg Elementary School,351014,071351014,210354001545,GRREC,902,A1,428,1583,671,2254,9522,2455,11976,13310
20212022,071,LOGAN,351,Logan County,016,Olmstead Elementary School,351016,071351016,210354001546,GRREC,902,A1,364,1987,1047,3033,9820,2180,12000,13310
20212022,071,LOGAN,351,Logan County,030,The Academy,351030,071351030,210354002396,GRREC,902,A5,222,,,,,,,
20212022,071,LOGAN,351,Logan County,035,Cougar Virtual Academy,351035,071351035,"",GRREC,902,A5,26,,,,,,,
20212022,071,LOGAN,351,Logan County,140,Logan County High School,351140,071351140,210354001458,GRREC,902,A1,870,1042,817,1859,7418,2608,10027,8030
20212022,059,KENTON,354,Ludlow Independent,"",---District Total---,354,"","",NKCES,905,"",764,1024,1258,2282,10376,2394,12770,15919
20212022,059,KENTON,354,Ludlow Independent,010,Mary A. Goetz Elementary School,354010,059354010,210363000938,NKCES,905,A1,406,1988,1909,22204,4881,4609,23912,30202
20212022,059,KENTON,354,Ludlow Independent,020,Ludlow High School,354020,059354020,210363000939,NKCES,905,A1,358,2117,2034,24257,5853,4513,27388,33691
20212022,072,LYON,361,Lyon County,"",---District Total---,361,"","",WKEC,908,"",830,820,1086,1906,9889,2319,12208,25652
20212022,072,LYON,361,Lyon County,020,Lyon County Elementary School,361020,072361020,210369000942,WKEC,908,A1,347,500,1068,1568,10881,2001,12882,14450
20212022,072,LYON,361,Lyon County,023,Lyon County Middle School,361023,072361023,210369001950,WKEC,908,A1,213,1222,1045,2267,8497,2039,10536,12803
20212022,072,LYON,361,Lyon County,070,Lyon County High School,361070,072361070,210369000943,WKEC,908,A1,270,397,1089,1486,9712,2949,12661,14147
